ccode,leaderid,country,year,current_leader,leader_id,current_leader_start_month,current_leader_start_year,current_leader_end_month,current_leader_end_year,current_p_name,create,partyage,persparty,v2paseatshare,v2exl_legitideol,v2exl_legitlead,v2exl_legitperf,gwf_duration,lpop,gdppc,l12gr,oilgasrentsgdp,priormil,pres,ivdem,leadertimeinpower,dem1990,iv2xps_party,ipolarization,iv2juhcind,iv2x_libdem,iv2x_partipdem,iv2xpa_illiberal,iv2xpa_popul,iv2paclient,iv2paind,iv2parelig,iv2pariglef,iv2paseat,demcollapse
369,369-1-2005,Ukraine,2010,Viktor Yushchenko,369-1-2005,1,2005,2,2010,Our Ukraine,1,4,.86420029,16,-1.488,-.9360000000000001,1.817,19,17.641338,.054453097,-5.7599421,.99915498,0,1,.449,5,.43799999,.528,-1.304,.47,.27900001,.26199999,.38800001,.62199998,-.26199999,1.0779999,-.45300001,1.275,31.1,0
369,369-2-2010,Ukraine,2012,Viktor Yanukovych,369-2-2010,2,2010,2,2014,Party of Regions,1,10,.59488547,41.1,-1.489,-.959,1.848,21,17.635273,.056158129,5.0465736,1.1137828,0,1,.509,1,.43799999,.51599997,-.727,-.87099999,.30599999,.30899999,.704,.28099999,2.5829999,.82300001,.37599999,.259,38.900002,1
369,369-6-2014,Ukraine,2019,Petro Poroshenko,369-6-2014,6,2014,5,2019,Petro Poroshenko Bloc,1,1,.86420029,5.6,-.578,-.996,1.206,5,17.608438,.056785211,3.4250352,.78168875,0,1,.41999999,4,.43799999,.52700001,1.704,-1.216,.237,.29899999,.75099999,.338,.64200002,2.506,-1.4069999,1.101,29.299999,0
369,369-5-2019,Ukraine,2020,Volodymyr Zelensky,369-5-2019,5,2019,99,9999,Servant of the People,1,2,.89065653,56.4,-.401,-2.178,1.741,6,17.602757,.055819895,3.8743598,,0,1,.49399999,0,.43799999,.49200001,1.028,-.242,.31600001,.31799999,.25999999,.89399999,-.90499997,1.842,1.316,1.069,56.400002,0
371,371-10-1991,Armenia,1994,Levon Ter-Petrosyan,371-10-1991,10,1991,2,1998,Pan-Armenian National Movement,1,2,.70238376,22.8,-.88,-.93,.789,3,15.004471,.029640011,-23.691563,0,0,1,.61799997,2,.61500001,.61299998,-1.803,-.322,.35600001,.285,,,,,,,22.799999,1
371,371-5-2018,Armenia,2020,Nikol Pashinyan,371-5-2018,5,2018,99,9999,Civil Contract,1,3,.70238376,,-1.75,.833,.544,2,14.901792,.063343205,6.1672139,,0,0,.79900002,1,.61500001,.65499997,1.632,.296,.33500001,.30599999,,,,,,,,0
372,372-1-2004,Georgia,2007,Mikheil Saakashvili,372-1-2004,1,2004,11,2007,United National Movement,1,3,.65136349,90,.029,.907,1.243,3,15.166219,.053861897,10.165791,.15984456,0,1,.56699997,3,.38600001,.59299999,1.582,.07,.215,.12800001,.30599999,.74599999,-.134,1.683,.47400001,1.721,90,0
372,372-1-2008,Georgia,2013,Mikheil Saakashvili,372-1-2008,1,2008,11,2013,United National Movement,1,7,.65136349,43.3,-1.593,1.222,1.392,9,15.128607,.061144952,7.7101836,.10890882,0,1,.55900002,5,.38600001,.67000002,1.508,-.377,.38999999,.33700001,.60600001,.55599999,-.25,1.8150001,.47499999,1.728,79.300003,0
372,372-1-2013,Georgia,2018,Giorgi Margvelashvili,372-1-2013,11,2013,12,2018,Georgian Dream – Democratic Georgia,0,1,.5896256,77.2,-1.654,-.871,1.238,14,15.130993,.067372747,3.836736,.059647627,0,1,.676,4,.38600001,.66799998,1.038,.48800001,.47499999,.41,.39899999,.56300002,.80699998,2.4860001,-.28999999,-.80800003,56.700001,0
372,372-12-2018,Georgia,2019,Mamuka Bakhtadze,372-12-2018,12,2018,9,2019,Georgian Dream – Democratic Georgia,0,6,.5896256,77.2,-1.393,-.871,1.078,15,15.129277,.069089964,4.8562126,.03531919,0,0,.69099998,0,.38600001,.71700001,1.3839999,.60399997,.54799998,.46200001,.59399998,.31099999,1.283,1.591,-.51700002,-.36500001,77.199997,0
372,372-9-2019,Georgia,2020,Giorgi Gakharia,372-9-2019,9,2019,99,9999,Georgian Dream – Democratic Georgia,0,7,.66389072,77.2,-2.054,-1.24,1.305,16,15.12762,.066983782,5.0232368,,0,0,.64399999,0,.38600001,.72100002,1.479,.60399997,.51200002,.428,.59399998,.31099999,1.283,1.591,-.51700002,-.36500001,77.199997,0
373,373-6-1992,Azerbaijan,1993,Abulfaz Elchibey,373-6-1992,6,1992,6,1993,Azerbaijan Popular Front,1,3,.81250143,13.2,.911,-.155,.234,1,15.82972,.0402718,-12.886792,2.7658968,0,1,.35499999,0,.35499999,.465,1.331,.52600002,.206,.082000002,,,,,,,13.2,1
375,375-9-1981,Finland,1994,Mauno Koivisto,375-9-1981,1,1982,3,1994,Social Democratic Party,0,83,.21162806,24,-1.366,-2.19,.6929999999999999,49,15.442461,.16970775,-2.4890106,0,0,1,.86400002,3,.86299998,.94999999,-1.589,2.2609999,.82099998,.61199999,.041000001,.352,-1.88,-2.2639999,1.8559999,-1.358,24,0
375,375-3-1994,Finland,2000,Martti Ahtisaari,375-3-1994,3,1994,3,2000,Social Democratic Party,0,95,.34291834,25.5,-1.366,-2.19,.6929999999999999,55,15.459583,.19459999,4.6575832,0,0,1,.87699997,5,.86299998,.94999999,-1.589,2.2609999,.83600003,.65499997,.018999999,.352,-1.88,-1.308,1.8559999,-1.358,31.5,0
375,375-3-2000,Finland,2003,Paavo Lipponen,375-3-2000,3,2000,4,2003,Social Democratic Party,0,101,.26644966,26.5,-1.366,-2.19,.6929999999999999,58,15.466669,.2000705,1.9187918,0,0,0,.875,2,.86299998,.94999999,-1.589,2.2609999,.833,.648,.018999999,.352,-1.88,-1.3150001,1.8559999,-1.358,25.5,0
375,375-6-2003,Finland,2010,Matti Vanhanen,375-6-2003,6,2003,6,2010,Centre Party,0,97,.1619093,25.5,-1.294,-2.19,1.159,65,15.4951,.20867692,-4.0985708,0,0,0,.875,6,.86299998,.94999999,-1.589,2.2609999,.83399999,.64300001,.024,.29100001,-1.85,-1.413,1.012,.31200001,27.5,0
375,375-6-2010,Finland,2011,Mari Kiviniemi,375-6-2010,6,2010,6,2011,Centre Party,0,104,.1619093,17.5,-1.294,-2.19,1.159,66,15.499735,.21082917,-2.8990309,0,0,0,.88700002,0,.86299998,.94999999,-1.589,2.2609999,.84500003,.63800001,.023,.294,-1.878,-1.773,1.012,.31200001,17.5,0
375,375-6-2011,Finland,2014,Jyrki Katainen,375-6-2011,6,2011,6,2014,National Coalition Party,0,93,.1619093,22,-1.294,-2.19,1.159,69,15.513236,.20662464,-1.6114033,0,0,0,.88999999,2,.86299998,.94999999,-1.202,2.2609999,.84600002,.63800001,.028000001,.074000001,-1.882,-1.908,.61900002,2.027,22,0
375,375-6-2014,Finland,2015,Stubb,375-6-2014,6,2014,5,2015,National Coalition Party,0,96,.26644966,18.5,-1.294,-2.19,1.159,70,15.51653,.20684461,-1.066662,0,0,0,.89399999,0,.86299998,.94400001,-1.202,2.0599999,.85500002,.63999999,.028000001,.074000001,-1.882,-1.898,.61900002,2.027,18.5,0
375,375-5-2015,Finland,2019,Juha Sipila,375-5-2015,5,2015,12,2019,Centre Party,0,109,.3042722,15.5,-1.802,-1.879,.6820000000000001,74,15.524179,.21487804,1.9792061,0,0,0,.875,3,.86299998,.94999999,-1.202,2.277,.82800001,.62400001,.061000001,.28299999,-1.878,-1.002,1.012,.74800003,24.5,0
375,375-12-2019,Finland,2020,Sanna Marin,375-12-2019,12,2019,99,9999,Social Democratic Party,0,120,0,20,-1.802,-2.182,.6820000000000001,75,15.525828,.21159679,1.1200126,,0,0,.87599999,0,.86299998,.94599998,-1.202,2.277,.833,.62900001,.034000002,.39300001,-1.8890001,-1.915,1.8559999,-1.337,20,0
380,380-3-1986,Sweden,1991,Gosta Ingvar Carlsson,380-3-1986,3,1986,10,1991,Social Democratic Party,0,97,.21162806,39.5,-2.155,-3.072,.6919999999999999,72,15.969291,.1842335,.97571605,.000035009907,0,0,.912,0,.912,.99599999,-2.3559999,2.803,.87800002,.68400002,.041000001,.40700001,-2.026,-1.965,1.678,-1.368,39.5,0
380,380-10-1991,Sweden,1994,Nils Daniel Carl Bildt,380-10-1991,10,1991,10,1994,Moderate Party,0,87,.1619093,22.9,-2.155,-3.072,.6919999999999999,75,15.988071,.18306187,-2.1847193,.000099865822,0,0,.912,2,.912,.99599999,-2.3559999,2.803,.87800002,.67500001,.039000001,.15700001,-2.039,-1.9910001,1.643,2.006,22.9,0
380,380-10-1994,Sweden,1996,Gosta Ingvar Carlsson,380-10-1994,10,1994,3,1996,Social Democratic Party,0,105,.21162806,46.1,-2.155,-3.072,.6919999999999999,77,15.99491,.18745506,3.2926123,0,0,0,.91100001,1,.912,.99599999,-2.3559999,2.803,.87599999,.685,.041000001,.30899999,-2.026,-1.965,1.678,-1.368,46.099998,0
380,380-3-1996,Sweden,2006,Goran Persson,380-3-1996,3,1996,10,2006,Social Democratic Party,0,107,.1619093,37.2,-2.155,-3.072,.6919999999999999,87,16.021641,.21878028,3.1877773,0,0,0,.91000003,9,.912,1,-2.3559999,2.803,.87699997,.68400002,.041000001,.30899999,-2.026,-1.965,1.678,-1.368,46.099998,0
380,380-10-2006,Sweden,2014,Fredrik Reinfeldt,380-10-2006,10,2006,10,2014,Moderate Party,0,102,.3042722,24.1,-2.155,-3.072,.6919999999999999,95,16.087234,.22328301,-.49350873,0,0,0,.91299999,7,.912,1,-2.3559999,2.803,.87900001,.68300003,.039000001,.15899999,-2.039,-1.9910001,1.643,2.0090001,27.799999,0
380,380-10-2014,Sweden,2020,Stefan Lofven,380-10-2014,10,2014,99,9999,Social Democratic Party,0,125,.3042722,28.7,-1.692,-3.072,.6919999999999999,101,16.15283,.22720189,.86506957,,0,0,.91600001,5,.912,.99599999,-2.3559999,2.803,.88599998,.66000003,.041000001,.30899999,-2.026,-1.965,1.678,-1.376,32.400002,0
385,385-11-1990,Norway,1996,Gro Harlem Brundtland,385-11-1990,11,1990,10,1996,Norwegian Labor Party,0,103,.21162806,40.6,-.911,-2.514,1.345,111,15.292864,.2465089,4.0375743,2.0961416,0,0,.88599998,5,.88599998,.97399998,-2.3629999,2.701,.852,.63999999,.024,.26300001,-2.1530001,-1.831,1.446,-1.103,38.200001,0
385,385-10-1996,Norway,1997,Thorbjorn Jagland,385-10-1996,10,1996,10,1997,Norwegian Labor Party,0,109,.26405263,39.4,-.911,-2.514,1.345,112,15.298286,.25225371,4.0565605,1.936906,0,0,.88700002,0,.88599998,.97399998,-2.852,2.701,.85299999,.66799998,.024,.22499999,-2.1530001,-1.831,1.452,-1.104,39.400002,0
385,385-10-1997,Norway,2000,Kjell Magne Bondevik,385-10-1997,10,1997,3,2000,Christian Democratic Party,0,64,0,15.2,-.911,-2.514,1.345,115,15.317578,.25968778,1.665956,2.5531361,0,0,.88800001,2,.88599998,.97399998,-2.852,2.701,.85399997,.66799998,.024,.108,-2.1670001,-1.841,-.72000003,.32100001,15.2,0
385,385-3-2000,Norway,2001,Jens Stoltenberg,385-3-2000,3,2000,10,2001,Norwegian Labor Party,0,113,.21162806,26.1,-.911,-2.514,1.345,116,15.322639,.26170492,1.9270043,2.368314,0,0,.89700001,0,.88599998,.97399998,-2.852,2.701,.86199999,.67000002,.024,.226,-2.1530001,-1.831,1.452,-1.104,26.1,0
385,385-10-2001,Norway,2005,Kjell Magne Bondevik,385-10-2001,10,2001,10,2005,Christian Democratic Party,0,68,0,6.5,-.911,-2.514,1.345,120,15.346618,.27025312,1.8384031,2.4424896,0,0,.89499998,3,.88599998,.97399998,-2.852,2.701,.86000001,.66500002,.024,.11,-2.1670001,-1.841,-.72100002,.32100001,13.3,0
385,385-10-2005,Norway,2013,Jens Stoltenberg,385-10-2005,10,2005,10,2013,Norwegian Labor Party,0,118,.21162806,32.5,-.911,-2.514,1.345,128,15.440747,.2702719,.52147919,2.2773974,0,0,.89899999,7,.88599998,.97399998,-2.852,2.701,.86000001,.64999998,.024,.229,-2.1530001,-1.831,1.452,-1.104,36.099998,0
385,385-10-2013,Norway,2020,Erna Solberg,385-10-2013,10,2013,99,9999,Conservative,0,129,0,26.6,-1.193,-2.514,1.345,135,15.498101,.27396953,.31346452,,0,0,.90100002,6,.88599998,.977,-1.923,2.701,.86799997,.653,.025,.052999999,-2.191,-1.8,1.475,1.723,28.4,0
390,390-9-1982,Denmark,1992,Poul Schluter,390-9-1982,9,1982,1,1993,Conservative People's Party,0,66,.26405263,16.8,-2.094,-2.884,1.629,91,15.458648,.2009566,1.2206826,.26492128,0,0,.90700001,1,.90700001,.991,-3.049,2.8410001,.88,.71700001,.027000001,.113,-2.105,-1.1950001,.98500001,.97500002,16.799999,0
390,390-1-1993,Denmark,2001,Poul Nyrup Rasmussen,390-1-1993,1,1993,11,2001,Social Democratic Party,0,122,.54492342,29.1,-2.094,-2.884,1.629,100,15.494247,.22241783,3.0043144,.79573566,0,0,.90399998,8,.90700001,.991,-3.049,2.8410001,.87800002,.72500002,.026000001,.15800001,-2.066,-1.168,1.79,-1.5039999,38.5,0
390,390-11-2001,Denmark,2009,Anders Fogh Rasmussen,390-11-2001,11,2001,4,2009,Venstre,0,100,.21162806,25.7,-2.094,-2.884,1.629,108,15.524449,.22462688,-.31605533,.78500456,0,0,.90799999,7,.90700001,.991,-3.049,2.8410001,.87599999,.72100002,.041000001,.26699999,-2.102,-.75800002,.97799999,1.0039999,31.299999,0
390,390-4-2009,Denmark,2011,Lars Lokke Rasmussen,390-4-2009,4,2009,9,2011,Venstre,0,108,.1619093,26.3,-2.094,-2.884,1.629,110,15.533009,.22725418,-1.9972637,1.0220567,0,0,.91600001,1,.90700001,.991,-3.049,2.8410001,.89099997,.71600002,.041000001,.139,-2.102,-1.0420001,.97799999,1.0039999,25.700001,0
390,390-10-2011,Denmark,2015,Helle Thorning-Schmidt,390-10-2011,10,2011,6,2015,Social Democratic Party,0,140,.3042722,26.3,-2.094,-2.884,1.629,114,15.553075,.23077014,.80942893,.41330647,0,0,.91600001,3,.90700001,.98299998,-3.049,2.8410001,.89099997,.71100003,.028000001,.15800001,-2.066,-.889,1.79,-.50199997,24.6,0
390,390-6-2015,Denmark,2019,Lars Lokke Rasmussen,390-6-2015,6,2015,6,2019,Venstre,0,114,.1619093,24,-2.094,-3.108,1.629,118,15.575852,.23990235,1.8237201,.37963724,0,0,.91500002,3,.90700001,.977,-3.049,2.8410001,.88999999,.70499998,.035,.133,-2.102,-.90100002,.97799999,1.2359999,19,0
390,390-6-2019,Denmark,2020,Mette Frederiksen,390-6-2019,6,2019,99,9999,Social Democratic Party,0,148,.21162806,26.8,-1.946,-1.55,1.629,119,15.578769,.23706996,1.6173496,,0,0,.91000003,0,.90700001,.97399998,-3.049,2.8410001,.88200003,.699,.037,.15800001,-2.066,-1.202,1.79,-1.217,26.799999,0
395,395-4-1991,Iceland,2004,Davio Oddsson,395-4-1991,4,1991,9,2004,Independence Party,0,62,.26405263,34.9,-.793,-1.341,.704,59,12.584763,.21625452,.55185932,0,0,0,.87099999,12,.87099999,.89600003,,2.441,.79100001,.62099999,.090000004,.056000002,1.465,1.243,1.635,2.1659999,41.299999,0
395,395-9-2004,Iceland,2006,Halldor Asgrimsson,395-9-2004,9,2004,6,2006,Progressive Party,0,88,.21162806,19,-.965,-1.466,.704,61,12.624065,.22523697,5.6589675,0,0,0,.87400001,1,.87099999,.92699999,,2.441,.796,.62300003,.079000004,.156,1.466,1.251,1.64,.028999999,19,0
395,395-6-2006,Iceland,2009,Geir Hilmar Haarde,395-6-2006,6,2006,2,2009,Independence Party,0,77,.21162806,31.7,-1.167,-1.466,.217,64,12.671374,.22254752,3.0358407,0,0,0,.88099998,2,.87099999,.92699999,,2.441,.79299998,.62,.090000004,.056000002,1.465,1.243,1.635,2.1659999,39.700001,0
395,395-2-2009,Iceland,2013,Johanna Siguroardottir,395-2-2009,2,2009,5,2013,Social Democratic Alliance,0,9,.45803508,14.3,-1.167,-1.466,.217,68,12.68777,.22571401,1.0312258,0,0,0,.88800001,3,.87099999,.92699999,,2.441,.81099999,.63499999,.078000002,.156,.33199999,-.72299999,1.678,-.94199997,31.700001,0
395,395-5-2013,Iceland,2016,Sigmundur Davio Gunnlaugsson,395-5-2013,5,2013,4,2016,Progressive Party,0,97,.44339105,12.7,-.981,-1.596,.217,71,12.723195,.23561333,1.9581773,0,0,0,.86299998,2,.87099999,.87300003,,2.441,.787,.64300001,.079000004,.215,1.466,1.251,1.64,.028999999,30.200001,0
395,395-11-2017,Iceland,2020,Katrin Jakobsdottir,395-11-2017,1,2017,99,9999,Left-Green,0,19,.32651743,17.5,-1.147,-2.998,.49,75,12.811549,.23063728,1.1636183,,0,0,.87199998,3,.87099999,.87300003,,2.441,.78500003,.64099997,.078000002,.068999998,1.456,.221,1.625,.045000002,17.5,0
404,404-2-2000,Guinea Bissau,2002,Kumba Iala,404-2-2000,2,2000,9,2003,Party for Social Renewal,1,8,.89065653,36.2,-1.137,-.834,-.17,2,14.042211,.02365494,1.6730093,0,0,1,.433,1,.417,.31999999,-.64600003,.2,.241,.167,.47,.60399997,-.67299998,.90600002,1.035,-1.045,36.200001,1
404,404-1-2005,Guinea Bissau,2009,Joao Viera,404-1-2005,10,2005,3,2009,N/A,1,0,.89065653,,-1.137,-.834,-.17,4,14.210197,.023968121,.7288211,0,0,1,.46000001,3,.417,.31999999,-.64600003,.2,.28400001,.189,,,,,,,,0
404,404-9-2009,Guinea Bissau,2011,Malam Bacai Sanha,404-9-2009,9,2009,1,2012,PAIGC,0,53,.1619093,67,-1.137,-.834,-.17,6,14.262115,.024833115,1.3729668,0,0,1,.47499999,1,.417,.31999999,-.64600003,.2,.28999999,.206,.87199998,.42199999,.61900002,.889,1.064,-.74599999,67,0
404,404-6-2014,Guinea Bissau,2020,Jose Mario Vaz,404-6-2014,6,2014,99,9999,PAIGC,0,58,.3050482,46.1,-1.137,-1.343,.329,6,14.492527,.02488552,.37682489,,0,1,.52499998,5,.417,.377,-.64600003,.266,.296,.198,.82599998,.42199999,.61900002,.889,1.064,-.74599999,55.900002,0
420,420-1-2017,Gambia,2020,Adama Barrow,420-1-2017,1,2017,99,9999,National People’s Party,0,21,.53547341,53.4,-.5590000000000001,-.985,.248,3,14.697899,.026326222,3.6093307,,0,1,.48300001,,.48300001,,,,,,,,,,,,,0
432,432-6-1992,Mali,2002,Alpha Oumar Konaré,432-6-1992,6,1992,6,2002,ADEMA,1,1,.89065653,38.4,-.917,.068,1.047,10,16.267971,.025313985,4.6080561,0,0,1,.59500003,9,.463,.36300001,-.778,.55400002,.368,.33000001,.12899999,.419,-.759,-2.2620001,-1.128,-.79799998,58.900002,0
432,432-6-2002,Mali,2012,Amadou Toumani Touré,432-6-2002,6,2002,3,2013,ADEMA (ADP),0,11,.69632649,34.7,-.917,-.108,1.047,20,16.586817,.026554462,1.0787448,0,0,1,.625,9,.463,.338,-.31999999,.55400002,.41800001,.40700001,.092,.55400002,-.80599999,.28200001,-.57700002,-.83200002,5.4000001,1
432,432-9-2013,Mali,2020,Ibrahim Boubacar Keita,432-9-2013,9,2013,99,9999,Rally for Mali,1,12,.69063359,44.9,-.715,-.219,.968,7,16.823706,.027902119,1.6532575,,0,1,.53500003,6,.463,,-.31999999,-.31200001,.20100001,.236,.18099999,.51800001,.398,-.84200001,-1.238,.19400001,44.900002,1
433,432-4-2000,Senegal,2012,Abdoulaye Wade,432-4-2000,4,2000,3,2012,PDS,1,26,.59488547,8,.196,.361,1.407,12,16.410913,.033855252,-.41892785,.040910382,0,1,.67199999,11,.67199999,.47999999,-.495,-.20299999,.50800002,.33199999,.53500003,.37799999,.345,-1.1,.063000001,1.487,74.199997,0
433,432-4-2012,Senegal,2020,Macky Sall,432-4-2012,4,2012,99,9999,APR,1,4,.75461107,75.8,.196,.361,1.407,20,16.633547,.036829002,2.4329214,,0,1,.71399999,7,.67199999,.493,1.13,-.36399999,.52999997,.35100001,.31600001,.48500001,.045000002,-.81199998,.043000001,-.101,79.300003,0
434,434-4-1991,Benin,1996,Nicephore Soglo,434-4-1991,4,1991,4,1996,PRB (Benin Rebirth Party),1,0,.89065653,18.8,-.9419999999999999,1.64,1.075,5,15.62286,.028854053,.5968765,.32940644,0,1,.616,4,.48500001,.273,-1.276,.56800002,.38499999,.242,.40900001,.266,-.133,-.745,-1.339,.32800001,18.799999,0
434,434-4-1996,Benin,2006,Mathieu Kerekou,434-4-1996,4,1996,4,2006,FARD-Alafia (UBF) [Presidential Movement],0,2,.69632649,12,-.9419999999999999,2.091,1.075,15,15.921702,.030867964,.046022031,0,0,1,.63300002,9,.48500001,.229,-1.267,.56800002,.51999998,.30899999,.264,.29699999,1.716,-.44499999,-1.341,.022,12,0
434,434-4-2006,Benin,2016,Thomas Boni Yayi,434-4-2006,4,2006,4,2016,Cowrie Forces for an Emerging Benin (FCBE),1,0,.89065653,,-.827,1.314,1.199,25,16.201708,.032900628,1.2176286,.052239042,0,1,.68300003,9,.48500001,.30599999,-1.363,.56800002,.56300002,.449,,,,,,,,0
434,434-4-2016,Benin,2019,Patrice Talon,434-4-2016,4,2016,99,9999,N/A,1,0,.89065653,,-.827,1.314,1.917,28,16.283709,.034663543,3.3120325,.10987943,0,1,.72100002,2,.48500001,.31600001,-.48500001,.38800001,.60500002,.48899999,,,,,,,,1
435,435-4-2007,Mauritania,2008,Sidi Ould Cheikh Abdallahi,435-4-2007,4,2007,8,2008,PRDR,0,16,.69632649,7.4,.103,1.187,.037,1,15.008292,.038240913,5.127543,1.939088,1,1,.44,0,.44,.40700001,,-2.0090001,.229,.18799999,.94599998,.077,2.3959999,2.6830001,-1.893,2.052,7.4000001,1
436,436-4-1993,Niger,1996,Mahamane Ousmane,436-4-1993,4,1993,1,1996,Convention Democratique et Sociale,1,2,.70238376,28.9,-.572,.8149999999999999,.898,3,16.100603,.020449892,-1.2929583,0,0,1,.56,2,.54000002,.60600001,-.75599998,-.241,.405,.25099999,.77700001,.773,.80400002,1.7,-.29499999,.103,26.5,1
436,436-12-1999,Niger,2009,Mamadou Tandja,436-12-1999,12,1999,2,2010,Mouvement National de la Societe de Developpment,0,11,.60380709,67.3,-.93,.585,1.563,10,16.578247,.020601014,1.5383301,0,0,1,.54400003,9,.54000002,.60600001,-.84600002,-.241,.184,.16599999,.77399999,.73900002,1.567,1.729,-.308,-1.041,45.799999,1
436,436-4-2011,Niger,2020,Mahamadou Issoufou,436-4-2011,4,2011,99,9999,Nigerien Party for Democracy and Socialism,1,21,.59488547,43.9,-.977,.875,1.202,9,17.002138,.022623919,2.5965085,,0,1,.63499999,8,.54000002,.65200001,-.86199999,-.233,.39700001,.38699999,.77399999,.65600002,-.039000001,1.6799999,-.56400001,-1.035,30.1,0
437,3437-4-2011,Ivory Coast,2020,Alassane Ouattara,3437-4-2011,12,2010,99,9999,Rassemblement des Republicains,0,16,.53547341,57,-.954,.627,1.09,9,17.088051,.048068423,3.877152,,0,1,.43700001,,.43700001,,,,,,,,,,,,,0
438,438-12-2010,Guinea,2020,Alpha Conde,438-12-2010,12,2010,99,9999,The Rally for the Guinean People,1,18,.89065653,46.5,-.411,-1.094,.043,10,16.390623,.031368908,3.0404496,,0,1,.359,9,.245,,2.4649999,-1.357,.103,.18700001,.72600001,.63099998,.80800003,1.344,.125,-1.8890001,16.700001,0
439,439-12-2012,Burkina Faso,2020,Roch Marc Chrsitain Kabore,439-12-2012,12,2015,99,9999,People's Movement for Progress,0,1,.78168726,43.3,-.728,-1.07,.797,5,16.855417,.027076397,3.1578534,,0,1,.72799999,4,.37400001,.30700001,-.685,.90899998,.32800001,.23899999,.59200001,.19400001,2.1689999,.59799999,-1.646,-1.3,43.299999,0
450,450-1-2006,Liberia,2017,Ellen Johnson Sirleaf,450-1-2006,1,2006,1,2018,Unity Party,0,22,.69632649,26,-.647,-.372,1.053,12,15.363546,.026100622,-3.2761357,0,0,1,.63499999,11,.26499999,.28200001,.50400001,.68900001,.27000001,.169,.551,.112,3.069,-.69199997,.156,-.93099999,12.5,0
450,450-1-2018,Liberia,2020,George Weah,450-1-2018,1,2018,99,9999,Congress for Democratic,1,13,.65421265,,,,,15,15.436418,.024668137,-3.0496764,,0,1,.61000001,2,.26499999,.25799999,.39500001,1.211,.47499999,.33500001,.61199999,.108,1.607,1.1390001,.183,.115,,0
451,451-5-1997,Sierra Leone,1997,Ahmad Tejan Kabbah,451-5-1997,3,1996,5,1997,Sierra Leone People's Party (SLPP),0,45,.48195916,39.1,-1.841,.397,-.703,1,15.2823,.020013938,-3.1634052,0,1,1,.28200001,0,.28200001,.396,1.614,-.662,.12,.171,.88200003,.138,-.36500001,-1.821,.068000004,.94199997,39.099998,1
451,451-3-1998,Sierra Leone,2007,Ahmad Tejan Kabbah,451-3-1998,3,1998,9,2007,Sierra Leone People's Party (SLPP),0,47,.14384659,38.4,-1.671,.224,.143,9,15.605542,.022381427,.76431119,0,0,1,.234,8,.28200001,,1.614,-.94,.077,.16,.88200003,.138,-.36500001,-1.821,.068000004,.94199997,39.099998,0
451,451-9-2007,Sierra Leone,2018,Ernest Bai Koroma,451-9-2007,9,2007,4,2018,All People's Congress (APC),0,47,.63375723,46.6,-1.446,.205,.291,20,15.850236,.025109408,2.8783367,0,0,1,.551,10,.28200001,.44,.27700001,-.68099999,.34599999,.373,.56900001,.17900001,1.561,-1.771,.094999999,-.653,52.700001,0
451,451-4-2018,Sierra Leone,2020,Julius Maada Bio,451-4-2018,4,2018,99,9999,Sierra Leone People's Party (SLPP),0,67,.37745908,33.6,-1.223,.205,.386,22,15.892071,.024994111,2.1675117,,0,1,.57099998,1,.28200001,.47999999,.27700001,-1.0599999,.389,.38600001,.43099999,.33399999,.90899998,-1.38,.068000004,1.066,33.599998,0
452,452-1-2001,Ghana,2008,John Kufuor,452-1-2001,1,2001,1,2009,New Patrotic Party,0,9,.78168726,47.6,-1.017,-1.682,1.395,8,16.975224,.035612334,2.7027905,.43620527,0,1,.70899999,7,.61900002,.59600002,-.528,1.858,.537,.338,.17399999,.27700001,.99900001,-1.976,-1.036,.83999997,50,0
452,452-1-2009,Ghana,2012,John Atta Mills,452-1-2009,1,2009,7,2012,National Democratic Congress,0,17,.45803508,53.8,-1.017,-1.682,1.395,12,17.073471,.040261246,8.2823706,1.7948512,0,1,.75099999,3,.61900002,.60000002,-.528,1.469,.62199998,.384,.207,.66399997,1.012,-1.803,-.787,-1.022,49.299999,0
452,452-7-2012,Ghana,2016,John Mahama,452-7-2012,7,2012,1,2017,National Democratic Congress,0,20,.45803508,53.6,-1.017,-1.682,1.395,16,17.164782,.041520398,.17786229,.75351954,0,1,.76300001,3,.61900002,.61000001,-.528,1.954,.65600002,.40700001,.23999999,.616,1.16,-1.988,-.787,-1.022,53.799999,0
452,452-1-2017,Ghana,2020,Nana Akufo-Addo,452-1-2017,1,2017,99,9999,New Patrotic Party,0,25,.50618774,44.6,-1.017,-1.442,1.625,20,17.251848,.044053175,4.0628977,,0,1,.72299999,3,.61900002,.62900001,-.528,1.883,.602,.37099999,.26499999,.28999999,1.0140001,-.83099997,-1.013,.80000001,44.599998,0
475,475-5-1999,Nigeria,2007,Olusegun Obasanjo,475-5-1999,5,1999,5,2007,People's Democratic Party,0,1,.69632649,71.90000000000001,.191,.36,1.585,8,18.801443,.04571408,3.523921,2.7889807,1,1,.47400001,7,.37,.477,-.80500001,.78100002,.23999999,.26699999,.847,.193,.46000001,-1.526,-1.145,.118,61.299999,0
